,ClientId,DataExtracao,Score_Credito,Estado,Gênero,Idade,Tempo_Cliente,Limite_Credito_Mercado,Qte_Categorias,Usa_Cartao_Credito,Programa_Fidelidade,Sum_Pedidos_Acumulados,DataUltimaTransacao,DiasDesdeUltTransacao,Target
3939,349507,2019-06-30,736,Minas Gerais,Feminino,25,9,817.3288,2,1,0,568.7386666666666,2019-10-12,18,0
3940,349508,2019-06-30,716,Minas Gerais,Masculino,66,5,1214.119,1,0,0,41.96,2019-09-25,35,1
3941,349509,2019-06-30,654,São Paulo,Masculino,32,9,1214.5565,1,1,0,791.9522083333333,2019-08-24,67,1
3942,349510,2019-06-30,649,Rio de Janeiro,Masculino,20,5,0.0,2,1,1,242.95641666666663,2019-10-01,29,0
3943,349511,2019-06-30,649,São Paulo,Masculino,46,5,0.0,2,1,1,320.61083333333335,2019-10-29,1,0
3944,349512,2019-06-30,612,São Paulo,Feminino,31,8,1179.8976,1,1,1,225.5410833333333,2019-10-04,26,0
3945,349513,2019-06-30,657,Rio de Janeiro,Masculino,40,10,0.0,2,1,1,220.7945833333333,2019-10-28,2,0
3946,349514,2019-06-30,511,São Paulo,Feminino,31,5,1374.1129,1,0,1,674.39575,2019-10-22,8,0
3947,349515,2019-06-30,682,São Paulo,Masculino,61,10,736.882,1,1,1,717.2555416666668,2019-10-12,18,0
3948,349516,2019-06-30,748,Rio de Janeiro,Masculino,58,9,1223.307,2,0,1,518.4549583333334,2019-10-23,7,0
3949,349517,2019-06-30,554,Minas Gerais,Masculino,43,5,999.0689,1,0,0,104.09745833333334,2019-10-25,5,0
3950,349518,2019-06-30,794,Rio de Janeiro,Feminino,28,5,0.0,2,0,1,361.24991666666665,2019-10-18,12,0
3951,349519,2019-06-30,807,São Paulo,Feminino,47,9,1676.6482999999996,1,0,0,522.667125,2019-08-09,82,1
3952,349520,2019-06-30,594,São Paulo,Feminino,34,7,1415.2555,1,0,0,39.34645833333333,2019-10-12,18,0
3953,349521,2019-06-30,652,Rio de Janeiro,Feminino,33,3,1248.3251,1,1,0,816.1544166666667,2019-10-26,4,0
3954,349522,2019-06-30,729,São Paulo,Feminino,34,9,1321.2170999999996,1,0,1,439.20545833333335,2019-10-20,10,0
3955,349523,2019-06-30,625,São Paulo,Masculino,39,2,0.0,2,1,0,418.34604166666674,2019-10-06,24,0
3956,349524,2019-06-30,597,Minas Gerais,Feminino,60,0,785.3983999999998,1,0,1,202.0953333333333,2019-10-10,20,0
3957,349525,2019-06-30,657,Minas Gerais,Feminino,38,5,1237.7046,1,0,0,195.91525,2019-08-27,64,1
3958,349526,2019-06-30,633,São Paulo,Masculino,43,5,0.0,2,1,1,201.04116666666667,2019-10-28,2,0
3959,349527,2019-06-30,663,Minas Gerais,Masculino,49,7,1161.5065,3,1,1,351.4946250000001,2019-07-30,92,1
3960,349528,2019-06-30,535,São Paulo,Masculino,47,0,1607.2910000000004,1,0,1,608.2764583333334,2019-10-16,14,0
3961,349529,2019-06-30,702,São Paulo,Feminino,29,10,883.7860000000002,1,1,0,368.9595,2019-10-22,8,0
3962,349530,2019-06-30,712,São Paulo,Masculino,33,2,1828.8808,1,1,0,12.754166666666668,2019-10-02,28,0
3963,349531,2019-06-30,607,São Paulo,Masculino,31,8,0.0,2,1,1,179.98541666666668,2019-10-21,9,0
3964,349532,2019-06-30,476,São Paulo,Masculino,37,4,0.0,1,1,1,232.3993333333333,2019-08-25,66,1
3965,349533,2019-06-30,748,Rio de Janeiro,Feminino,23,8,856.0008,1,0,0,558.657125,2019-10-28,2,0
3966,349534,2019-06-30,815,São Paulo,Masculino,35,4,0.0,2,0,1,827.0430416666666,2019-10-29,1,0
3967,349535,2019-06-30,602,São Paulo,Masculino,32,10,0.0,2,1,1,483.5538333333333,2019-10-25,5,0
3968,349536,2019-06-30,649,Minas Gerais,Masculino,40,4,950.0133,1,0,1,513.3457916666667,2019-10-29,1,0
3969,349537,2019-06-30,551,Rio de Janeiro,Masculino,27,2,1138.7322,1,1,1,354.707375,2019-07-06,116,1
3970,349538,2019-06-30,509,São Paulo,Masculino,30,6,0.0,2,1,0,752.4952499999997,2019-10-21,9,0
3971,349539,2019-06-30,685,Rio de Janeiro,Masculino,40,7,748.9692,1,1,0,827.8925000000003,2019-10-08,22,0
3972,349540,2019-06-30,536,São Paulo,Feminino,22,5,894.9262,1,0,0,178.89345833333337,2019-10-13,17,0
3973,349541,2019-06-30,711,Rio de Janeiro,Masculino,38,3,1287.1878,1,0,0,478.30604166666666,2019-10-06,24,0
3974,349542,2019-06-30,761,Rio de Janeiro,Masculino,27,8,0.0,2,1,0,263.74041666666665,2019-10-27,3,0
3975,349543,2019-06-30,535,São Paulo,Feminino,49,3,0.0,1,0,0,257.58504166666665,2019-09-18,42,1
3976,349544,2019-06-30,566,Minas Gerais,Masculino,22,7,1449.5475,2,1,0,426.025,2019-10-06,24,0
3977,349545,2019-06-30,620,Rio de Janeiro,Masculino,21,9,0.0,2,0,0,645.3449583333334,2019-10-27,3,0
3978,349546,2019-06-30,837,Minas Gerais,Masculino,37,6,940.0161,2,1,0,586.3460416666667,2019-10-07,23,0
3979,349547,2019-06-30,685,São Paulo,Feminino,40,7,0.0,1,1,0,303.55308333333335,2019-08-03,88,1
3980,349548,2019-06-30,673,São Paulo,Masculino,65,0,0.0,1,1,1,357.22220833333336,2019-10-21,9,0
3981,349549,2019-06-30,638,São Paulo,Masculino,24,1,0.0,2,0,1,677.4881249999999,2019-10-17,13,0
3982,349550,2019-06-30,614,São Paulo,Masculino,46,4,0.0,1,1,0,309.9148750000001,2019-08-04,87,1
3983,349551,2019-06-30,626,São Paulo,Feminino,44,2,0.0,1,0,1,721.32175,2019-08-17,74,1
3984,349552,2019-06-30,834,Rio de Janeiro,Masculino,38,8,0.0,2,1,1,277.02191666666664,2019-10-22,8,0
3985,349553,2019-06-30,691,São Paulo,Masculino,24,6,0.0,2,1,1,386.7133333333333,2019-10-18,12,0
3986,349554,2019-06-30,706,Rio de Janeiro,Masculino,38,8,0.0,2,0,1,194.3129583333333,2019-10-14,16,0
3987,349555,2019-06-30,633,São Paulo,Masculino,37,7,1415.4635,1,1,1,520.1254583333333,2019-10-26,4,0
3988,349556,2019-06-30,644,Minas Gerais,Feminino,32,8,1415.2888,1,1,1,696.1972499999998,2019-08-27,64,1
3989,349557,2019-06-30,666,São Paulo,Masculino,30,7,1098.053,1,0,1,681.7731666666667,2019-10-29,1,0
3990,349558,2019-06-30,708,São Paulo,Masculino,32,10,866.1406,2,1,1,717.2052500000003,2019-10-26,4,0
3991,349559,2019-06-30,496,Minas Gerais,Feminino,59,7,916.801,2,1,0,679.7549166666668,2019-08-30,61,1
3992,349560,2019-06-30,730,Minas Gerais,Masculino,38,0,388.4819,2,0,0,391.679625,2019-10-08,22,0
3993,349561,2019-06-30,696,Rio de Janeiro,Masculino,40,3,1536.3910999999996,1,1,1,576.4653333333333,2019-10-05,25,0
3994,349562,2019-06-30,809,Rio de Janeiro,Masculino,80,8,0.0,2,0,1,142.35020833333334,2019-10-29,1,0
3995,349563,2019-06-30,701,Rio de Janeiro,Feminino,33,7,1238.7007,1,1,0,407.4779583333333,2019-10-30,0,0
3996,349564,2019-06-30,604,São Paulo,Masculino,30,5,0.0,2,1,0,315.77729166666666,2019-10-03,27,0
3997,349565,2019-06-30,665,São Paulo,Masculino,39,10,463.2357,1,1,0,570.0500833333333,2019-10-17,13,0
3998,349566,2019-06-30,639,São Paulo,Feminino,60,5,1620.3978,1,1,1,351.50716666666665,2019-07-26,96,1
3999,349567,2019-06-30,696,São Paulo,Masculino,19,1,1109.2851,1,1,1,11.527625,2019-10-11,19,0
4000,349568,2019-06-30,520,São Paulo,Masculino,38,5,0.0,2,1,0,679.9406666666667,2019-10-05,25,0
4001,349569,2019-06-30,545,Minas Gerais,Masculino,53,5,1144.2155,1,1,0,752.4928333333332,2019-07-14,108,1
4002,349570,2019-06-30,634,Minas Gerais,Feminino,29,8,1300.3621,2,0,1,291.0397916666667,2019-10-11,19,0
4003,349571,2019-06-30,750,São Paulo,Feminino,26,1,1515.1017000000004,2,1,1,83.00716666666669,2019-10-26,4,0
4004,349572,2019-06-30,530,Rio de Janeiro,Feminino,41,4,0.0,2,0,1,615.0279583333332,2019-10-28,2,0
4005,349573,2019-06-30,589,São Paulo,Feminino,59,2,0.0,2,1,1,525.6676666666667,2019-07-21,101,1
4006,349574,2019-06-30,654,São Paulo,Masculino,37,6,835.6855,1,1,0,196.028,2019-10-25,5,0
4007,349575,2019-06-30,648,São Paulo,Feminino,43,7,1399.7218,1,1,0,598.6190833333333,2019-10-22,8,0
4008,349576,2019-06-30,835,Rio de Janeiro,Masculino,45,3,1002.1213,1,1,0,635.7400833333332,2019-10-17,13,0
4009,349577,2019-06-30,446,São Paulo,Feminino,39,1,902.1707,1,1,0,797.2936666666667,2019-10-13,17,0
4010,349578,2019-06-30,514,Rio de Janeiro,Masculino,66,9,0.0,2,1,1,59.30962499999998,2019-10-21,9,0
4011,349579,2019-06-30,694,Minas Gerais,Masculino,33,4,1240.6732000000004,1,1,1,324.61195833333335,2019-10-12,18,0
4012,349580,2019-06-30,554,Rio de Janeiro,Masculino,46,4,0.0,2,0,1,238.83716666666663,2019-10-20,10,0
4013,349581,2019-06-30,720,Minas Gerais,Feminino,57,1,1620.8231,4,0,0,113.10720833333332,2019-09-03,57,1
4014,349582,2019-06-30,641,Minas Gerais,Feminino,51,2,1173.0669,4,1,1,112.13633333333335,2019-09-30,30,0
4015,349583,2019-06-30,813,São Paulo,Masculino,32,1,1228.8988,1,1,1,110.31741666666667,2019-10-12,18,0
4016,349584,2019-06-30,480,São Paulo,Masculino,40,6,1487.9061,1,0,1,330.54041666666666,2019-10-02,28,0
4017,349585,2019-06-30,811,São Paulo,Masculino,46,9,1802.2624,1,1,0,56.10266666666666,2019-07-17,105,1
4018,349586,2019-06-30,715,Minas Gerais,Feminino,32,3,1048.5719,2,1,0,475.62416666666667,2019-10-26,4,0
4019,349587,2019-06-30,620,Rio de Janeiro,Masculino,31,2,1668.3385999999996,2,1,1,563.2150000000003,2019-10-19,11,0
4020,349588,2019-06-30,721,São Paulo,Masculino,42,4,1029.3672,1,0,0,4.949500000000001,2019-10-21,9,0
4021,349589,2019-06-30,772,Minas Gerais,Feminino,48,6,1087.3652,1,1,0,769.0194583333334,2019-08-09,82,1
4022,349590,2019-06-30,680,Minas Gerais,Masculino,44,0,1299.7478999999996,2,1,1,139.13074999999998,2019-10-04,26,0
4023,349591,2019-06-30,535,São Paulo,Masculino,38,8,859.8207000000001,1,1,0,38.493125,2019-10-28,2,0
4024,349592,2019-06-30,655,São Paulo,Feminino,20,7,1343.9761,1,0,0,116.78975,2019-10-30,0,0
4025,349593,2019-06-30,660,São Paulo,Masculino,63,8,1378.4153,1,1,1,178.292875,2019-10-19,11,0
4026,349594,2019-06-30,762,Minas Gerais,Masculino,56,10,1002.6088,3,1,1,321.42675,2019-07-25,97,1
4027,349595,2019-06-30,662,Minas Gerais,Masculino,39,5,1398.2210999999998,2,1,1,609.2495833333332,2019-10-21,9,0
4028,349596,2019-06-30,463,Minas Gerais,Feminino,41,8,1231.5150999999996,2,1,0,292.1997083333333,2019-10-23,7,0
4029,349597,2019-06-30,501,Minas Gerais,Masculino,27,4,953.3183,2,1,0,550.4365000000003,2019-10-24,6,0
4030,349598,2019-06-30,603,Rio de Janeiro,Feminino,42,6,0.0,1,1,1,376.82445833333327,2019-10-26,4,0
4031,349599,2019-06-30,688,Rio de Janeiro,Masculino,37,7,1381.6241,2,1,1,474.69295833333337,2019-10-12,18,0
4032,349600,2019-06-30,430,São Paulo,Masculino,38,9,0.0,2,1,1,50.21154166666667,2019-10-22,8,0
4033,349601,2019-06-30,632,Minas Gerais,Masculino,48,6,1260.6626,1,1,0,268.1067083333333,2019-07-17,105,1
4034,349602,2019-06-30,601,Rio de Janeiro,Feminino,42,4,967.6389,1,1,1,830.1777083333333,2019-10-08,22,0
4035,349603,2019-06-30,769,São Paulo,Feminino,38,2,0.0,2,0,0,314.911125,2019-10-05,25,0
4036,349604,2019-06-30,551,São Paulo,Masculino,42,2,1395.6146,1,1,0,180.9809583333333,2019-08-16,75,1
4037,349605,2019-06-30,841,São Paulo,Feminino,52,5,0.0,1,0,0,763.4987916666665,2019-09-17,43,1
4038,349606,2019-06-30,469,Rio de Janeiro,Feminino,31,6,0.0,1,1,0,609.2239583333333,2019-09-22,38,1
4039,349607,2019-06-30,479,Rio de Janeiro,Masculino,27,2,1724.6345,1,1,1,167.98029166666666,2019-10-13,17,0
4040,349608,2019-06-30,701,São Paulo,Masculino,37,8,1077.9885000000004,1,1,0,70.69470833333334,2019-10-04,26,0
4041,349609,2019-06-30,593,São Paulo,Masculino,36,2,701.8148,2,1,0,335.86716666666666,2019-10-23,7,0
4042,349610,2019-06-30,738,Rio de Janeiro,Masculino,38,5,1779.9707,1,0,1,80.13920833333333,2019-10-01,29,0
4043,349611,2019-06-30,635,Rio de Janeiro,Masculino,31,1,0.0,2,1,0,564.092625,2019-10-15,15,0
4044,349612,2019-06-30,658,São Paulo,Masculino,32,8,0.0,1,1,1,335.0445,2019-10-06,24,0
4045,349613,2019-06-30,687,Rio de Janeiro,Feminino,36,5,0.0,1,1,0,73.73425000000003,2019-10-25,5,0
4046,349614,2019-06-30,650,São Paulo,Masculino,37,9,0.0,2,1,0,74.89200000000002,2019-10-12,18,0
4047,349615,2019-06-30,720,Rio de Janeiro,Masculino,21,2,1232.0078,1,1,1,752.9678333333333,2019-10-07,23,0
4048,349616,2019-06-30,602,São Paulo,Feminino,63,7,0.0,2,1,1,234.68004166666665,2019-10-26,4,0
4049,349617,2019-06-30,618,Rio de Janeiro,Masculino,33,4,0.0,2,1,1,323.1257500000001,2019-10-22,8,0
4050,349618,2019-06-30,803,Minas Gerais,Masculino,41,9,1377.429,2,1,1,695.6575833333333,2019-10-13,17,0
4051,349619,2019-06-30,793,São Paulo,Feminino,63,9,1162.7072,1,1,1,767.6802083333333,2019-10-29,1,0
4052,349620,2019-06-30,616,Minas Gerais,Masculino,41,10,1132.202,2,1,1,475.3037916666667,2019-10-10,20,0
4053,349621,2019-06-30,550,Rio de Janeiro,Masculino,51,5,0.0,2,1,0,641.3225416666667,2019-10-06,24,0
4054,349622,2019-06-30,602,São Paulo,Feminino,56,3,1158.9522,3,1,0,17.400708333333334,2019-08-21,70,1
4055,349623,2019-06-30,452,São Paulo,Feminino,60,6,1217.3049,1,1,1,595.680375,2019-10-02,28,0
4056,349624,2019-06-30,655,Rio de Janeiro,Feminino,28,3,1138.1185,2,0,1,320.18429166666664,2019-10-17,13,0
4057,349625,2019-06-30,510,São Paulo,Feminino,26,6,1362.1408,1,0,0,665.5930416666666,2019-10-06,24,0
4058,349626,2019-06-30,557,São Paulo,Masculino,39,8,1462.0001000000002,1,1,0,741.4360000000003,2019-10-14,16,0
4059,349627,2019-06-30,676,São Paulo,Masculino,37,10,1062.4267,1,1,1,694.4928333333332,2019-10-12,18,0
4060,349628,2019-06-30,640,São Paulo,Feminino,29,4,0.0,2,1,0,187.1010833333333,2019-10-30,0,0
4061,349629,2019-06-30,529,Rio de Janeiro,Masculino,31,6,0.0,1,1,0,44.274625,2019-10-11,19,0
4062,349630,2019-06-30,559,São Paulo,Masculino,45,8,240.4345,1,0,1,707.4227083333334,2019-08-03,88,1
4063,349631,2019-06-30,689,São Paulo,Feminino,58,5,0.0,2,0,1,207.70358333333328,2019-10-04,26,0
4064,349632,2019-06-30,626,Minas Gerais,Masculino,39,10,1322.8792,3,1,1,214.44966666666664,2019-08-25,66,1
4065,349633,2019-06-30,697,Rio de Janeiro,Masculino,30,1,0.0,2,0,0,3.0657916666666667,2019-10-16,14,0
4066,349634,2019-06-30,823,São Paulo,Feminino,44,1,0.0,2,0,1,760.3987500000002,2019-10-29,1,0
4067,349635,2019-06-30,565,Minas Gerais,Feminino,32,4,903.2299,2,0,1,494.7515416666666,2019-10-13,17,0
4068,349636,2019-06-30,631,Rio de Janeiro,Masculino,23,3,0.0,2,1,0,57.55516666666666,2019-10-01,29,0
4069,349637,2019-06-30,646,São Paulo,Feminino,34,3,1312.8311,1,0,0,543.7527083333333,2019-10-04,26,0
4070,349638,2019-06-30,676,Rio de Janeiro,Masculino,48,1,1316.5959,2,0,1,58.96729166666668,2019-10-10,20,0
4071,349639,2019-06-30,850,Rio de Janeiro,Feminino,54,4,1209.5274,1,1,0,279.013125,2019-10-24,6,0
4072,349640,2019-06-30,810,São Paulo,Feminino,38,9,1531.6617,1,1,1,388.590375,2019-10-15,15,0
4073,349641,2019-06-30,581,Rio de Janeiro,Masculino,30,0,532.9186,1,0,0,819.0928333333333,2019-10-05,25,0
4074,349642,2019-06-30,718,São Paulo,Feminino,35,2,1679.2495,1,1,0,179.26933333333335,2019-10-07,23,0
4075,349643,2019-06-30,713,São Paulo,Masculino,43,5,863.9414,1,1,1,541.671375,2019-10-17,13,0
4076,349644,2019-06-30,672,São Paulo,Feminino,50,1,0.0,1,1,0,50.44508333333333,2019-09-11,49,1
4077,349645,2019-06-30,781,Rio de Janeiro,Masculino,33,3,0.0,2,1,1,177.3180416666667,2019-10-25,5,0
4078,349646,2019-06-30,656,Rio de Janeiro,Masculino,47,1,0.0,2,1,1,824.841375,2019-10-09,21,0
4079,349647,2019-06-30,583,São Paulo,Feminino,31,4,1589.7879,1,1,0,52.24550000000001,2019-10-12,18,0
4080,349648,2019-06-30,808,Minas Gerais,Feminino,37,2,1004.3184,1,1,0,146.4187083333333,2019-07-01,121,1
4081,349649,2019-06-30,721,Rio de Janeiro,Masculino,33,5,0.0,2,0,1,490.11208333333326,2019-10-02,28,0
4082,349650,2019-06-30,778,Minas Gerais,Feminino,29,6,1503.5897,1,1,0,260.2250416666667,2019-09-04,56,1
4083,349651,2019-06-30,850,Rio de Janeiro,Feminino,45,4,1143.4785000000004,2,1,1,454.53766666666667,2019-10-09,21,0
4084,349652,2019-06-30,693,São Paulo,Feminino,39,4,0.0,2,0,1,593.0474583333333,2019-10-29,1,0
4085,349653,2019-06-30,520,São Paulo,Masculino,34,4,1340.079,1,1,1,805.0379583333333,2019-10-29,1,0
4086,349654,2019-06-30,759,Minas Gerais,Masculino,31,4,988.9991,1,1,1,199.30341666666664,2019-10-13,17,0
4087,349655,2019-06-30,637,São Paulo,Masculino,60,3,0.0,2,1,1,292.3917916666667,2019-10-10,20,0
4088,349656,2019-06-30,755,Minas Gerais,Masculino,40,2,1374.3082000000004,2,0,0,736.5357916666667,2019-10-02,28,0
4089,349657,2019-06-30,662,São Paulo,Feminino,47,6,0.0,2,1,1,539.1364583333333,2019-10-13,17,0
4090,349658,2019-06-30,503,São Paulo,Feminino,37,8,0.0,2,1,1,407.88883333333337,2019-10-25,5,0
4091,349659,2019-06-30,599,Minas Gerais,Masculino,39,2,1889.7689,2,0,1,733.925375,2019-10-04,26,0
4092,349660,2019-06-30,583,Rio de Janeiro,Feminino,40,4,0.0,2,1,0,475.39054166666665,2019-10-30,0,0
4093,349661,2019-06-30,764,Rio de Janeiro,Feminino,48,1,759.9097,1,1,0,659.6825416666667,2019-09-08,52,1
4094,349662,2019-06-30,513,São Paulo,Masculino,29,10,0.0,2,0,1,106.31154166666668,2019-10-29,1,0
4095,349663,2019-06-30,730,Rio de Janeiro,Masculino,62,5,1121.8108,1,0,1,256.3077916666667,2019-10-21,9,0
4096,349664,2019-06-30,820,Rio de Janeiro,Masculino,34,10,972.0846,1,1,1,248.13891666666663,2019-10-24,6,0
4097,349665,2019-06-30,597,Rio de Janeiro,Feminino,26,7,0.0,2,1,0,459.38833333333326,2019-10-06,24,0
4098,349666,2019-06-30,637,São Paulo,Masculino,32,5,0.0,1,0,0,619.8711666666667,2019-10-14,16,0
4099,349667,2019-06-30,696,São Paulo,Masculino,34,9,1508.5679,1,0,1,34.319916666666664,2019-10-21,9,0
4100,349668,2019-06-30,635,Minas Gerais,Feminino,37,9,1467.4807,1,0,1,47.53158333333333,2019-10-16,14,0
4101,349669,2019-06-30,673,Rio de Janeiro,Feminino,57,4,0.0,2,1,1,207.01704166666664,2019-10-13,17,0
4102,349670,2019-06-30,662,Rio de Janeiro,Masculino,33,3,0.0,2,0,1,283.6034583333334,2019-10-09,21,0
4103,349671,2019-06-30,683,Rio de Janeiro,Masculino,41,0,1488.6317,1,1,1,682.9638333333332,2019-10-11,19,0
4104,349672,2019-06-30,850,São Paulo,Masculino,55,6,0.0,1,1,0,3.9350416666666654,2019-07-01,121,1
4105,349673,2019-06-30,815,Rio de Janeiro,Masculino,28,6,0.0,2,0,1,773.1154583333333,2019-10-16,14,0
4106,349674,2019-06-30,671,Rio de Janeiro,Masculino,34,10,1533.6002,1,1,0,585.4577499999998,2019-10-10,20,0
4107,349675,2019-06-30,601,São Paulo,Feminino,40,3,920.5536,1,0,1,686.0500833333333,2019-07-19,103,1
4108,349676,2019-06-30,709,Minas Gerais,Feminino,39,9,1247.2392,1,1,0,306.8410833333333,2019-10-16,14,0
4109,349677,2019-06-30,702,Minas Gerais,Masculino,28,1,1030.3383,1,1,1,168.0077916666667,2019-10-24,6,0
4110,349678,2019-06-30,558,São Paulo,Masculino,40,6,0.0,2,1,0,724.3537083333333,2019-10-09,21,0
4111,349679,2019-06-30,691,Rio de Janeiro,Masculino,40,1,0.0,2,1,1,606.7215416666667,2019-10-22,8,0
4112,349680,2019-06-30,700,São Paulo,Feminino,30,9,0.0,1,1,1,729.0485000000003,2019-10-10,20,0
4113,349681,2019-06-30,667,São Paulo,Masculino,33,4,0.0,2,1,1,549.3114583333332,2019-10-01,29,0
4114,349682,2019-06-30,624,Minas Gerais,Masculino,54,3,1167.2622,1,1,0,460.40875000000017,2019-09-28,32,1
4115,349683,2019-06-30,580,São Paulo,Feminino,23,5,1139.2381,2,0,0,817.6726249999998,2019-10-27,3,0
4116,349684,2019-06-30,571,Rio de Janeiro,Feminino,31,3,0.0,2,1,1,811.1163333333334,2019-10-04,26,0
4117,349685,2019-06-30,561,São Paulo,Masculino,37,5,0.0,2,1,0,346.221875,2019-10-26,4,0
4118,349686,2019-06-30,529,São Paulo,Masculino,28,9,0.0,2,1,1,218.93850000000003,2019-10-09,21,0
4119,349687,2019-06-30,670,São Paulo,Masculino,36,7,0.0,2,0,0,248.2145833333333,2019-10-18,12,0
4120,349688,2019-06-30,666,Minas Gerais,Feminino,21,1,1218.2743,2,1,1,415.909625,2019-10-24,6,0
4121,349689,2019-06-30,628,Rio de Janeiro,Masculino,42,7,0.0,2,0,1,720.6994583333333,2019-10-15,15,0
4122,349690,2019-06-30,577,São Paulo,Masculino,60,10,1253.897,2,1,1,744.2363750000002,2019-10-21,9,0
4123,349691,2019-06-30,652,Rio de Janeiro,Feminino,38,1,1038.9531,1,0,1,665.206,2019-10-18,12,0
4124,349692,2019-06-30,678,São Paulo,Masculino,26,5,1111.2804,1,1,0,253.9219583333333,2019-08-03,88,1
4125,349693,2019-06-30,692,Rio de Janeiro,Feminino,49,9,0.0,2,1,0,743.0942916666667,2019-10-04,26,0
4126,349694,2019-06-30,675,Rio de Janeiro,Masculino,32,10,0.0,2,1,0,798.1068749999997,2019-10-01,29,0
4127,349695,2019-06-30,712,Rio de Janeiro,Masculino,52,9,0.0,1,1,1,491.5727083333333,2019-08-20,71,1
4128,349696,2019-06-30,639,Minas Gerais,Feminino,37,5,1512.4248,1,0,1,206.82354166666667,2019-10-24,6,0
4129,349697,2019-06-30,618,São Paulo,Masculino,48,7,0.0,1,1,0,58.00758333333333,2019-09-04,56,1
4130,349698,2019-06-30,554,São Paulo,Masculino,39,2,1297.0962,1,1,0,721.6546666666666,2019-10-15,15,0
4131,349699,2019-06-30,533,São Paulo,Masculino,47,9,833.4725,1,1,1,573.734375,2019-10-03,27,0
4132,349700,2019-06-30,540,Rio de Janeiro,Feminino,28,6,841.2103999999998,1,0,1,336.2439166666666,2019-10-19,11,0
4133,349701,2019-06-30,704,Rio de Janeiro,Masculino,33,3,0.0,2,1,0,304.24475,2019-10-15,15,0
4134,349702,2019-06-30,678,São Paulo,Masculino,43,5,1023.3819,1,1,1,331.8734166666666,2019-10-30,0,0
4135,349703,2019-06-30,712,São Paulo,Feminino,29,3,873.7578,2,0,0,692.4772083333332,2019-10-29,1,0
4136,349704,2019-06-30,651,São Paulo,Masculino,44,2,0.0,3,1,0,427.20979166666666,2019-08-11,80,1
4137,349705,2019-06-30,789,Minas Gerais,Masculino,51,3,1046.7709,1,1,0,309.4390833333333,2019-10-14,16,0
4138,349706,2019-06-30,775,Minas Gerais,Masculino,32,8,1216.6923,1,0,1,524.5766249999998,2019-10-07,23,0
4139,349707,2019-06-30,564,Minas Gerais,Masculino,40,7,1084.0734,1,1,1,348.67166666666674,2019-10-18,12,0
4140,349708,2019-06-30,841,Minas Gerais,Feminino,33,7,1549.6979,2,1,1,414.6072916666667,2019-10-04,26,0
4141,349709,2019-06-30,850,Rio de Janeiro,Masculino,39,0,1418.2967,1,1,1,386.4506666666666,2019-10-05,25,0
4142,349710,2019-06-30,637,São Paulo,Feminino,63,5,0.0,1,1,0,117.05320833333332,2019-08-07,84,1
4143,349711,2019-06-30,500,São Paulo,Masculino,45,2,1091.6282,1,1,1,525.6045,2019-10-23,7,0
4144,349712,2019-06-30,655,São Paulo,Masculino,44,8,874.7163,1,0,1,785.80825,2019-10-06,24,0
4145,349713,2019-06-30,666,São Paulo,Feminino,33,2,1472.2965,1,1,1,235.042375,2019-10-20,10,0
4146,349714,2019-06-30,658,São Paulo,Feminino,24,2,0.0,2,1,1,352.89370833333334,2019-10-29,1,0
4147,349715,2019-06-30,749,Minas Gerais,Masculino,66,6,1825.3223,2,1,1,814.2913333333332,2019-10-05,25,0
4148,349716,2019-06-30,654,São Paulo,Masculino,32,6,0.0,2,1,1,574.5773750000002,2019-10-05,25,0
4149,349717,2019-06-30,623,São Paulo,Feminino,39,1,1609.0320000000004,1,0,0,328.2265,2019-10-05,25,0
4150,349718,2019-06-30,761,São Paulo,Feminino,33,6,1380.5379,2,1,0,619.9142083333332,2019-10-23,7,0
4151,349719,2019-06-30,627,São Paulo,Masculino,44,6,1535.4812,1,0,0,147.0836666666667,2019-09-06,54,1
4152,349720,2019-06-30,757,Minas Gerais,Masculino,31,8,1490.859,2,1,1,821.1556666666665,2019-10-19,11,0
4153,349721,2019-06-30,695,Minas Gerais,Feminino,53,8,952.3191,1,0,0,292.25333333333333,2019-09-04,56,1
4154,349722,2019-06-30,726,São Paulo,Masculino,34,3,0.0,2,1,0,817.8685833333333,2019-10-06,24,0
4155,349723,2019-06-30,587,Rio de Janeiro,Masculino,41,8,851.0921000000002,1,1,0,6.490916666666666,2019-10-28,2,0
4156,349724,2019-06-30,605,Minas Gerais,Feminino,43,8,1253.388,2,1,0,99.87554166666668,2019-10-14,16,0
4157,349725,2019-06-30,850,Rio de Janeiro,Masculino,62,5,0.0,2,1,1,751.0148333333333,2019-10-02,28,0
4158,349726,2019-06-30,850,São Paulo,Feminino,38,0,1068.3169,1,0,1,620.7405,2019-10-05,25,0
4159,349727,2019-06-30,751,São Paulo,Masculino,29,3,1595.9745,1,1,0,166.393375,2019-10-21,9,0
4160,349728,2019-06-30,627,Minas Gerais,Feminino,37,7,1473.6157,1,1,1,554.2998333333333,2019-10-24,6,0
4161,349729,2019-06-30,736,São Paulo,Masculino,43,4,1761.3454000000004,1,1,1,220.237,2019-10-08,22,0
4162,349730,2019-06-30,652,São Paulo,Feminino,74,5,0.0,2,1,1,3.904791666666666,2019-10-28,2,0
4163,349731,2019-06-30,627,São Paulo,Feminino,35,7,0.0,2,0,1,804.2601666666667,2019-10-11,19,0
