,Idade,Qte_Categorias,Limite_Credito_Mercado,Estado,ClientId,Target
609,51,1,1110.1898,Minas Gerais,346177,0
2915,52,1,1314.4151000000004,Minas Gerais,348483,1
1813,38,2,0.0,São Paulo,347381,0
1271,42,1,990.9573,São Paulo,346839,0
5924,39,2,944.3545,São Paulo,351492,0
9595,61,2,0.0,São Paulo,355163,0
2994,39,1,1307.8692,São Paulo,348562,0
7109,39,1,1019.2851,São Paulo,352677,0
8613,26,1,1140.3539,Minas Gerais,354181,0
7356,37,2,1429.8746,São Paulo,352924,0
2642,22,1,988.0,Rio de Janeiro,348210,0
6553,50,1,1026.4548,Minas Gerais,352121,1
4508,41,2,0.0,São Paulo,350076,0
2305,29,1,0.0,São Paulo,347873,0
6502,40,1,1258.7929,São Paulo,352070,0
6260,32,2,1125.3657,São Paulo,351828,0
4195,47,1,1031.088,Minas Gerais,349763,1
5562,42,1,1214.9005,Rio de Janeiro,351130,0
4840,35,2,0.0,São Paulo,350408,0
4655,39,2,0.0,Rio de Janeiro,350223,0
8147,39,1,1282.6403,Minas Gerais,353715,1
4168,37,1,0.0,São Paulo,349736,0
3849,32,2,0.0,Rio de Janeiro,349417,0
9847,34,2,0.0,São Paulo,355415,0
8401,58,2,0.0,Rio de Janeiro,353969,1
5253,27,2,0.0,Rio de Janeiro,350821,0
7884,36,1,1884.5519,São Paulo,353452,1
5533,44,1,0.0,Rio de Janeiro,351101,0
2414,52,1,0.0,São Paulo,347982,1
3554,36,2,0.0,Rio de Janeiro,349122,0
4691,37,2,0.0,Rio de Janeiro,350259,0
4498,30,1,1314.0656,São Paulo,350066,0
2195,58,2,0.0,Rio de Janeiro,347763,1
5045,29,3,0.0,São Paulo,350613,0
2600,24,3,0.0,São Paulo,348168,1
1518,36,2,0.0,Rio de Janeiro,347086,0
4764,36,3,0.0,Rio de Janeiro,350332,0
4314,34,1,1335.0135999999998,São Paulo,349882,0
3366,74,1,1168.0025,Minas Gerais,348934,0
6065,37,1,1230.6763,Minas Gerais,351633,1
6582,60,2,0.0,Rio de Janeiro,352150,0
2633,41,1,0.0,São Paulo,348201,0
7337,34,1,829.0914,São Paulo,352905,1
5633,28,2,0.0,São Paulo,351201,0
9168,43,1,1541.003,São Paulo,354736,0
8789,36,2,0.0,São Paulo,354357,0
2434,52,1,565.8093,São Paulo,348002,1
8277,40,2,1499.6199,Minas Gerais,353845,0
6758,28,1,1451.1882999999998,Rio de Janeiro,352326,0
6611,27,2,1268.1597,Rio de Janeiro,352179,0
4520,46,3,1210.638,Minas Gerais,350088,1
5587,37,2,0.0,São Paulo,351155,0
3545,32,1,1376.4947,São Paulo,349113,0
5965,30,1,1424.7587,São Paulo,351533,0
5992,32,1,843.789,São Paulo,351560,0
8805,39,2,0.0,Rio de Janeiro,354373,0
5531,31,1,1197.9467,São Paulo,351099,0
5444,33,2,1356.5873,São Paulo,351012,0
517,37,2,1200.9252,Minas Gerais,346085,0
6110,31,2,0.0,São Paulo,351678,0
6864,48,2,1339.0312,Minas Gerais,352432,1
7960,37,2,0.0,São Paulo,353528,0
1415,28,2,1676.5832999999998,Minas Gerais,346983,0
4664,23,2,0.0,São Paulo,350232,0
4456,40,2,0.0,São Paulo,350024,0
2761,50,2,1452.9531,Minas Gerais,348329,0
4855,33,2,963.41,Minas Gerais,350423,0
127,56,1,1485.0724,Minas Gerais,345695,1
3474,33,1,971.8862,Rio de Janeiro,349042,0
7969,49,1,1082.0452,Minas Gerais,353537,0
4310,38,1,1367.1291,São Paulo,349878,0
2438,61,1,973.6166,Minas Gerais,348006,1
3765,27,1,0.0,São Paulo,349333,0
6876,42,2,0.0,São Paulo,352444,0
5896,30,1,1280.6512,Rio de Janeiro,351464,0
5840,71,2,0.0,Rio de Janeiro,351408,0
8842,27,2,1064.1457,São Paulo,354410,0
9770,49,1,1211.9764,São Paulo,355338,1
1473,36,2,0.0,São Paulo,347041,0
4821,33,2,0.0,São Paulo,350389,0
6915,31,2,770.8264999999999,Minas Gerais,352483,0
3560,44,1,0.0,São Paulo,349128,1
3951,47,1,1676.6482999999996,São Paulo,349519,1
49,37,2,1037.6922,Minas Gerais,345617,0
5437,30,1,734.8105,Minas Gerais,351005,0
9897,61,2,0.0,Rio de Janeiro,355465,0
887,42,2,0.0,São Paulo,346455,0
2616,35,2,1229.2942,Rio de Janeiro,348184,0
516,56,3,0.0,São Paulo,346084,1
3168,49,1,0.0,São Paulo,348736,1
2949,39,1,1119.0014,Rio de Janeiro,348517,0
1424,42,1,916.1112,Rio de Janeiro,346992,1
139,35,2,1294.9036,Rio de Janeiro,345707,1
1924,44,1,1222.7786999999996,São Paulo,347492,0
2378,38,1,986.4074,São Paulo,347946,0
3197,36,2,0.0,Rio de Janeiro,348765,0
5131,40,1,1256.0872,São Paulo,350699,0
112,42,1,1002.3835,São Paulo,345680,0
4559,62,1,1332.0117,Minas Gerais,350127,1
4595,65,1,1319.3551,Minas Gerais,350163,1
7997,24,1,1560.0709,Minas Gerais,353565,0
3250,58,2,0.0,São Paulo,348818,1
4690,24,2,1117.6914,Minas Gerais,350258,0
8115,32,2,0.0,São Paulo,353683,0
7767,49,1,1020.2532,Minas Gerais,353335,1
4546,37,2,0.0,São Paulo,350114,0
7084,56,1,1518.0229000000004,Minas Gerais,352652,1
3277,41,1,1266.1927,São Paulo,348845,0
7542,34,2,0.0,Rio de Janeiro,353110,0
6593,30,2,831.7398,Minas Gerais,352161,0
4068,23,2,0.0,Rio de Janeiro,349636,0
4408,34,1,1298.9519,São Paulo,349976,0
8644,29,2,0.0,Rio de Janeiro,354212,0
8588,29,1,779.1978,Rio de Janeiro,354156,0
7384,41,2,0.0,São Paulo,352952,0
3222,30,2,0.0,São Paulo,348790,0
8210,31,2,0.0,Rio de Janeiro,353778,0
451,40,2,0.0,São Paulo,346019,0
3731,51,1,1057.0191,Minas Gerais,349299,1
8953,42,3,1776.2677,Rio de Janeiro,354521,1
4986,36,1,0.0,Rio de Janeiro,350554,0
3663,31,1,0.0,São Paulo,349231,1
2763,47,1,1206.2189,Minas Gerais,348331,0
658,64,1,1138.2945,São Paulo,346226,0
7678,31,2,1611.717,São Paulo,353246,1
7676,33,1,1278.3754,São Paulo,353244,0
4620,33,1,1083.9335,São Paulo,350188,0
999,38,1,1040.9129,São Paulo,346567,0
389,21,2,1615.2596,São Paulo,345957,0
3407,40,2,1933.5486,São Paulo,348975,0
1476,26,2,1016.4114,São Paulo,347044,0
2240,33,1,1272.1145,Minas Gerais,347808,0
2386,46,2,1245.4713000000004,São Paulo,347954,0
9139,29,2,0.0,São Paulo,354707,0
992,42,2,650.4608000000002,Minas Gerais,346560,0
4997,43,1,0.0,Rio de Janeiro,350565,1
3922,39,2,1391.5368,São Paulo,349490,0
2972,42,1,1326.5755,Rio de Janeiro,348540,0
3386,41,2,992.0846,Rio de Janeiro,348954,0
7885,42,2,990.4593,São Paulo,353453,0
8812,26,2,1379.9820000000002,São Paulo,354380,0
4769,31,1,1391.8306,Rio de Janeiro,350337,0
1293,30,2,875.0547,São Paulo,346861,0
1824,37,1,1117.2308,São Paulo,347392,0
2873,36,1,1143.9162,Minas Gerais,348441,0
4173,29,1,1025.4061,São Paulo,349741,0
2535,40,2,1347.6020999999996,Minas Gerais,348103,1
9132,33,2,0.0,São Paulo,354700,0
1907,67,2,0.0,São Paulo,347475,0
42,61,1,1174.1935,São Paulo,345610,0
9491,35,1,1083.0644,São Paulo,355059,0
368,34,2,401.0551,Minas Gerais,345936,0
1151,29,1,1299.3807000000004,Rio de Janeiro,346719,0
7752,38,1,972.661,Rio de Janeiro,353320,0
6358,32,2,0.0,São Paulo,351926,0
5912,38,1,1028.951,São Paulo,351480,0
6507,32,1,1604.8516,São Paulo,352075,0
7525,35,1,1213.5519,Minas Gerais,353093,0
4160,37,1,1473.6157,Minas Gerais,349728,0
4287,53,1,991.4186,Minas Gerais,349855,1
7775,40,2,0.0,Rio de Janeiro,353343,0
6714,36,1,1460.5366,São Paulo,352282,0
174,40,2,0.0,São Paulo,345742,0
1903,36,2,0.0,Rio de Janeiro,347471,0
1099,38,2,0.0,Rio de Janeiro,346667,0
8114,49,2,1512.4945,Minas Gerais,353682,0
3408,40,2,1076.4894,Minas Gerais,348976,0
1538,36,1,982.663,Rio de Janeiro,347106,0
2292,27,2,0.0,São Paulo,347860,0
9300,41,1,1640.461,Minas Gerais,354868,0
1363,30,2,0.0,Rio de Janeiro,346931,0
7188,34,1,0.0,São Paulo,352756,0
6627,41,1,0.0,São Paulo,352195,1
5260,35,2,1542.0607,Minas Gerais,350828,0
6815,36,1,941.5356,Rio de Janeiro,352383,0
9461,40,2,0.0,São Paulo,355029,0
680,55,1,973.1825,São Paulo,346248,0
9315,42,1,1337.6719,São Paulo,354883,0
9298,27,2,1901.2543,Minas Gerais,354866,0
3664,37,1,1512.1898,Minas Gerais,349232,0
1661,32,2,1066.8352,Minas Gerais,347229,0
508,22,2,0.0,São Paulo,346076,0
166,24,1,1130.3422,Minas Gerais,345734,1
5497,36,1,1171.523,Rio de Janeiro,351065,0
8299,50,3,883.7981,Minas Gerais,353867,1
1006,33,2,0.0,Rio de Janeiro,346574,0
9739,25,2,0.0,São Paulo,355307,0
1914,31,1,1138.3627,Rio de Janeiro,347482,0
3494,37,1,696.0985000000002,São Paulo,349062,0
9633,31,1,1130.0066,São Paulo,355201,0
9750,51,1,707.5418,São Paulo,355318,1
6444,37,1,959.0004,Minas Gerais,352012,0
4990,33,1,1154.096,Rio de Janeiro,350558,0
2536,58,1,0.0,São Paulo,348104,1
1104,28,2,0.0,São Paulo,346672,0
3875,37,1,1556.1958,Rio de Janeiro,349443,0
7523,72,2,0.0,Rio de Janeiro,353091,0
1752,41,1,841.1341,Minas Gerais,347320,0
5310,42,1,1157.6626,Minas Gerais,350878,1
7296,37,1,1553.0371,Minas Gerais,352864,0
2916,56,1,0.0,São Paulo,348484,1
8974,43,2,0.0,Rio de Janeiro,354542,0
5754,45,2,1064.3197,Minas Gerais,351322,0
152,42,2,0.0,Rio de Janeiro,345720,0
7690,31,1,1154.0697,Rio de Janeiro,353258,0
5679,33,2,1110.6373,Minas Gerais,351247,0
3907,46,2,988.9976,Minas Gerais,349475,0
9135,49,1,962.9678,Rio de Janeiro,354703,1
2552,46,2,817.4284,Rio de Janeiro,348120,0
2773,29,2,0.0,São Paulo,348341,0
6098,57,1,865.6875,Minas Gerais,351666,0
3551,31,1,1348.3757999999998,São Paulo,349119,0
3722,25,1,0.0,São Paulo,349290,0
9870,40,1,1125.4445,Rio de Janeiro,355438,0
520,35,1,2117.7431,São Paulo,346088,1
8033,36,2,0.0,Rio de Janeiro,353601,0
4538,33,2,0.0,Rio de Janeiro,350106,0
6778,50,2,1325.9838,Minas Gerais,352346,0
1822,31,1,912.927,Rio de Janeiro,347390,0
4086,31,1,988.9991,Minas Gerais,349654,0
6148,30,1,885.9414,São Paulo,351716,0
8742,45,2,0.0,Rio de Janeiro,354310,0
9472,74,1,1613.715,Minas Gerais,355040,0
7741,60,1,1406.1415,São Paulo,353309,0
309,31,1,783.9869,Minas Gerais,345877,0
7720,68,2,0.0,São Paulo,353288,0
8222,25,1,1654.1343,Minas Gerais,353790,0
8656,31,1,845.6003999999998,Rio de Janeiro,354224,0
3599,41,2,0.0,São Paulo,349167,0
3622,55,2,858.4542999999999,Rio de Janeiro,349190,0
3811,42,2,0.0,São Paulo,349379,0
3450,40,1,1410.0446,São Paulo,349018,0
4591,32,2,0.0,São Paulo,350159,0
205,37,1,0.0,São Paulo,345773,0
9840,26,2,0.0,Rio de Janeiro,355408,0
1135,31,2,1577.9107,Minas Gerais,346703,0
9384,57,1,0.0,São Paulo,354952,1
2749,25,1,1203.8341,São Paulo,348317,0
3613,25,2,1728.1272,Minas Gerais,349181,0
305,31,1,1192.6669,São Paulo,345873,0
1849,29,2,0.0,Rio de Janeiro,347417,0
7669,38,2,0.0,Rio de Janeiro,353237,0
1988,46,1,1061.7168,Rio de Janeiro,347556,1
3240,50,1,1256.4736,São Paulo,348808,1
2798,28,1,1503.2915,Minas Gerais,348366,0
4515,30,1,1341.5229000000004,Rio de Janeiro,350083,0
5630,37,2,830.6125999999998,Rio de Janeiro,351198,0
9372,30,1,781.3314999999999,São Paulo,354940,0
3109,47,1,1343.8152,Minas Gerais,348677,1
4939,37,2,1442.3573,São Paulo,350507,1
4059,37,1,1062.4267,São Paulo,349627,0
1987,54,1,0.0,São Paulo,347555,1
7157,32,1,1050.0023,São Paulo,352725,0
8874,50,2,964.8657,Minas Gerais,354442,0
6613,28,2,0.0,São Paulo,352181,0
383,28,2,1246.9572,Minas Gerais,345951,0
5634,38,2,0.0,São Paulo,351202,0
4307,46,1,1906.7802,Rio de Janeiro,349875,0
3388,25,1,1083.8072,Minas Gerais,348956,0
3156,41,1,1307.0129,Minas Gerais,348724,1
9995,39,2,0.0,São Paulo,355563,0
2727,57,2,1011.3487,Minas Gerais,348295,0
6333,34,1,1053.0266,São Paulo,351901,0
9899,28,1,1289.2988,Rio de Janeiro,355467,0
8751,30,2,0.0,Rio de Janeiro,354319,0
8302,39,2,0.0,São Paulo,353870,0
6037,32,2,0.0,Rio de Janeiro,351605,0
3832,35,2,0.0,Rio de Janeiro,349400,0
8917,62,2,0.0,São Paulo,354485,0
4776,37,2,0.0,Rio de Janeiro,350344,0
4276,32,2,1029.5467999999996,Minas Gerais,349844,0
253,37,1,797.3191,Minas Gerais,345821,0
7895,43,1,1130.3431,Rio de Janeiro,353463,0
9590,34,1,1115.6591,Minas Gerais,355158,0
7288,30,1,857.5586,São Paulo,352856,0
278,35,1,840.2686,São Paulo,345846,0
3252,31,1,1559.7817000000002,São Paulo,348820,0
2480,37,2,897.2886,Minas Gerais,348048,0
289,34,2,0.0,Rio de Janeiro,345857,0
6086,37,2,1755.3478,Rio de Janeiro,351654,0
3075,35,2,0.0,São Paulo,348643,0
8123,33,1,0.0,São Paulo,353691,0
7598,60,1,739.3702000000002,São Paulo,353166,1
6403,55,1,987.1089,Minas Gerais,351971,1
5089,45,1,1033.9987,Minas Gerais,350657,0
7283,31,1,995.1391,São Paulo,352851,0
9717,30,1,1453.9649,Rio de Janeiro,355285,0
8402,36,1,1394.2237,Minas Gerais,353970,1
6121,48,2,0.0,São Paulo,351689,0
7754,42,2,990.5622,Rio de Janeiro,353322,1
270,41,2,0.0,Rio de Janeiro,345838,0
6009,33,2,0.0,Rio de Janeiro,351577,0
4570,43,2,1166.4429,Minas Gerais,350138,0
9116,62,2,0.0,São Paulo,354684,0
9803,31,1,1083.4522,São Paulo,355371,0
2971,30,1,1110.9301,Rio de Janeiro,348539,0
6193,28,2,648.0832,Minas Gerais,351761,0
8768,62,1,988.5434,Minas Gerais,354336,1
4207,37,1,1122.9134,São Paulo,349775,0
3218,36,2,0.0,São Paulo,348786,0
1391,38,2,1252.1265,Minas Gerais,346959,1
3975,49,1,0.0,São Paulo,349543,1
4316,44,1,891.1826,Rio de Janeiro,349884,1
7959,40,2,0.0,São Paulo,353527,0
7344,28,2,0.0,São Paulo,352912,0
7448,36,1,1299.3464,Rio de Janeiro,353016,1
83,34,1,903.0762,São Paulo,345651,0
873,28,2,0.0,São Paulo,346441,0
9605,29,2,0.0,São Paulo,355173,0
7635,29,1,1049.8257,São Paulo,353203,0
4557,37,2,1687.3574,Minas Gerais,350125,0
4500,32,1,774.872,Minas Gerais,350068,0
4647,28,2,0.0,São Paulo,350215,0
2038,47,1,0.0,São Paulo,347606,1
9694,25,2,778.8652999999998,São Paulo,355262,0
6909,43,2,0.0,Rio de Janeiro,352477,0
2450,46,2,1072.3885,São Paulo,348018,0
3954,34,1,1321.2170999999996,São Paulo,349522,0
2329,35,1,1624.4235,São Paulo,347897,0
9124,37,2,1460.9339000000002,São Paulo,354692,0
7044,26,2,0.0,São Paulo,352612,0
5042,33,2,0.0,São Paulo,350610,0
9364,49,2,1199.6029,São Paulo,354932,0
4746,32,2,0.0,São Paulo,350314,0
9367,40,1,1374.0919,São Paulo,354935,1
9402,69,1,272.8843,Minas Gerais,354970,0
6491,30,2,0.0,São Paulo,352059,0
6637,36,2,0.0,São Paulo,352205,0
7225,35,2,925.2615,Minas Gerais,352793,0
2401,30,2,0.0,Rio de Janeiro,347969,0
5520,61,1,1421.0535,São Paulo,351088,0
1216,33,1,0.0,São Paulo,346784,0
8695,31,2,0.0,São Paulo,354263,0
6020,35,1,1479.0042999999996,São Paulo,351588,0
6865,26,1,845.8789999999998,Minas Gerais,352433,0
1064,20,2,0.0,São Paulo,346632,0
3786,41,2,1491.5553,Minas Gerais,349354,1
4410,42,1,1532.7939,Minas Gerais,349978,0
6859,38,1,1576.5836,São Paulo,352427,0
6760,41,1,0.0,São Paulo,352328,0
5523,35,1,0.0,São Paulo,351091,0
5996,62,2,1087.1659,Minas Gerais,351564,0
8833,50,1,813.1034,São Paulo,354401,0
5888,54,1,1385.4797,São Paulo,351456,1
2161,32,1,1668.2459,Minas Gerais,347729,0
3008,62,1,1190.9655,São Paulo,348576,0
1105,46,1,1065.1185,São Paulo,346673,0
6654,30,1,858.5975999999998,São Paulo,352222,0
692,36,1,1450.7124,Minas Gerais,346260,0
9957,25,1,0.0,São Paulo,355525,0
4956,33,1,804.6224000000002,Rio de Janeiro,350524,0
6597,32,1,734.9421000000001,São Paulo,352165,0
8480,29,1,1070.0049,São Paulo,354048,0
4369,22,2,1263.6257,São Paulo,349937,0
2765,36,2,0.0,São Paulo,348333,0
3929,36,2,1447.7329,Minas Gerais,349497,0
7134,41,1,1441.4768,São Paulo,352702,0
8735,30,1,1148.3543,São Paulo,354303,0
7530,52,1,1452.6254,Minas Gerais,353098,0
7528,46,1,1132.2647,São Paulo,353096,0
628,47,2,0.0,São Paulo,346196,0
2451,24,2,0.0,São Paulo,348019,0
6239,47,1,1460.3474,São Paulo,351807,0
7012,44,2,0.0,Rio de Janeiro,352580,0
3824,44,1,1228.0695,São Paulo,349392,0
8977,31,2,881.6185,Rio de Janeiro,354545,0
2652,38,2,0.0,São Paulo,348220,0
9107,38,1,0.0,Rio de Janeiro,354675,0
3743,32,1,1309.3556,Minas Gerais,349311,1
2176,35,2,1674.5566,Rio de Janeiro,347744,0
9906,38,1,1757.3936,São Paulo,355474,0
9263,31,2,0.0,São Paulo,354831,0
3318,40,2,0.0,São Paulo,348886,0
6343,55,1,0.0,Rio de Janeiro,351911,1
2787,46,3,1180.2206,São Paulo,348355,1
4105,28,2,0.0,Rio de Janeiro,349673,0
6355,41,1,1152.5164,Rio de Janeiro,351923,0
1676,44,3,0.0,Rio de Janeiro,347244,1
3947,61,1,736.882,São Paulo,349515,0
4444,31,1,1393.9507999999996,São Paulo,350012,0
2936,44,1,1185.7724,São Paulo,348504,0
9005,38,2,0.0,Rio de Janeiro,354573,0
7766,35,2,0.0,Rio de Janeiro,353334,0
5722,34,2,0.0,São Paulo,351290,0
7441,54,2,0.0,São Paulo,353009,0
2503,32,1,1118.7193,São Paulo,348071,0
8482,34,2,0.0,São Paulo,354050,0
2369,54,1,1182.4102,Rio de Janeiro,347937,1
4967,40,3,1741.2675,Minas Gerais,350535,1
5883,38,1,630.9301,São Paulo,351451,0
2217,35,1,1048.3249,Rio de Janeiro,347785,0
5847,45,1,0.0,São Paulo,351415,1
2218,31,1,1022.8985,Rio de Janeiro,347786,0
3326,50,1,1263.4555,Minas Gerais,348894,1
6733,28,1,1071.4127,São Paulo,352301,0
3583,43,1,797.5721000000002,Rio de Janeiro,349151,1
9824,26,1,1287.9363,Minas Gerais,355392,0
3619,33,2,0.0,São Paulo,349187,0
7707,35,2,1200.4674,Rio de Janeiro,353275,0
6432,33,2,1376.5725,Minas Gerais,352000,0
3115,21,1,0.0,São Paulo,348683,0
85,75,2,0.0,Rio de Janeiro,345653,0
5973,37,1,1531.9559,São Paulo,351541,0
2801,29,1,1278.6426,Rio de Janeiro,348369,0
3671,52,2,1117.394,Minas Gerais,349239,0
3667,33,2,1310.2376,Minas Gerais,349235,0
9794,23,1,1649.0243,Rio de Janeiro,355362,0
5158,55,1,0.0,São Paulo,350726,0
5725,33,1,1134.5266,São Paulo,351293,0
4590,78,1,475.364,São Paulo,350158,0
2019,30,1,984.1537,São Paulo,347587,0
7831,42,2,567.2683000000002,São Paulo,353399,0
2525,34,1,1044.9879,São Paulo,348093,0
8286,28,1,1555.1959,Rio de Janeiro,353854,0
9206,52,1,1337.2342999999996,Minas Gerais,354774,1
3212,35,1,0.0,São Paulo,348780,1
519,58,1,896.8592,São Paulo,346087,0
5366,42,3,495.0879,Minas Gerais,350934,0
6762,37,1,981.867,São Paulo,352330,0
2895,47,1,1073.6328999999996,Minas Gerais,348463,0
244,34,2,0.0,Rio de Janeiro,345812,0
5930,30,2,0.0,São Paulo,351498,0
4714,23,1,935.222,São Paulo,350282,0
9567,29,1,0.0,São Paulo,355135,0
3425,43,2,1101.8254,Minas Gerais,348993,0
6931,37,1,0.0,São Paulo,352499,0
6720,26,2,0.0,São Paulo,352288,0
7410,34,2,0.0,Rio de Janeiro,352978,0
6177,37,1,1168.8053,Minas Gerais,351745,1
7250,28,2,0.0,Rio de Janeiro,352818,0
5509,33,2,0.0,São Paulo,351077,0
2001,27,2,0.0,São Paulo,347569,0
885,25,2,0.0,São Paulo,346453,0
869,36,1,0.0,São Paulo,346437,0
9688,68,1,1694.454,São Paulo,355256,0
5720,46,1,927.8368,Rio de Janeiro,351288,0
356,57,2,1267.763,Rio de Janeiro,345924,0
9907,28,2,0.0,São Paulo,355475,0
5451,43,2,876.2402999999998,São Paulo,351019,0
8193,66,1,1499.5019,São Paulo,353761,0
6438,44,2,1187.4274,São Paulo,352006,0
7704,34,2,0.0,Rio de Janeiro,353272,0
1275,32,1,1466.0527,São Paulo,346843,0
1890,33,2,0.0,São Paulo,347458,0
8686,71,2,0.0,São Paulo,354254,0
6568,54,1,1721.9249,Minas Gerais,352136,0
9623,47,1,1545.4398,São Paulo,355191,0
3563,61,2,0.0,Rio de Janeiro,349131,0
5787,26,2,972.681,Minas Gerais,351355,0
4958,37,2,1090.9341,São Paulo,350526,0
1546,48,1,920.7268,Minas Gerais,347114,0
2380,34,2,0.0,São Paulo,347948,0
3823,31,1,1281.3173,São Paulo,349391,0
3232,34,2,689.9966000000002,São Paulo,348800,0
8399,34,2,0.0,São Paulo,353967,0
3306,40,2,0.0,São Paulo,348874,0
492,38,2,815.5094,São Paulo,346060,0
3499,74,2,0.0,São Paulo,349067,0
6664,42,2,0.0,São Paulo,352232,0
1116,42,2,0.0,São Paulo,346684,0
5637,29,2,0.0,São Paulo,351205,0
8774,33,2,1316.9857000000004,São Paulo,354342,0
6146,33,2,1221.344,Rio de Janeiro,351714,0
9867,32,2,0.0,São Paulo,355435,0
8775,37,2,1301.1045,Minas Gerais,354343,0
6707,39,1,1051.0333,Minas Gerais,352275,1
9948,53,2,1396.8766,Minas Gerais,355516,0
7965,51,2,1246.2001,São Paulo,353533,1
3645,55,1,0.0,São Paulo,349213,1
2500,38,2,0.0,São Paulo,348068,0
5677,32,1,1134.4701,Minas Gerais,351245,0
5241,41,2,0.0,São Paulo,350809,0
6518,49,2,829.4025,Rio de Janeiro,352086,1
2783,33,2,1357.0359,São Paulo,348351,0
6158,31,1,1162.3461,São Paulo,351726,0
3809,35,1,1150.245,Rio de Janeiro,349377,0
9428,70,2,875.4289,São Paulo,354996,0
9524,38,1,1467.5667999999996,Minas Gerais,355092,0
8599,35,2,0.0,São Paulo,354167,0
1696,44,2,954.8882,Minas Gerais,347264,0
5685,47,1,634.887,Rio de Janeiro,351253,1
8367,60,2,769.6160000000001,São Paulo,353935,0
5939,30,2,1277.8628,Minas Gerais,351507,0
2052,26,1,1207.2797,Minas Gerais,347620,0
1776,38,2,0.0,São Paulo,347344,0
6560,32,2,0.0,São Paulo,352128,0
3313,54,2,0.0,São Paulo,348881,0
4781,53,2,654.0716,Rio de Janeiro,350349,1
8538,33,2,1373.8801,Rio de Janeiro,354106,0
6781,42,2,0.0,São Paulo,352349,0
1592,29,1,602.8062,Rio de Janeiro,347160,0
1723,42,2,0.0,São Paulo,347291,0
215,47,1,1068.5421,Minas Gerais,345783,1
6326,31,1,1458.7574,São Paulo,351894,0
8256,58,1,1787.1398000000004,Rio de Janeiro,353824,0
490,29,1,975.4124,Rio de Janeiro,346058,0
9133,36,1,1116.2929,Rio de Janeiro,354701,0
3483,39,2,0.0,Rio de Janeiro,349051,0
5102,20,2,1045.0877,Rio de Janeiro,350670,0
5187,30,2,0.0,São Paulo,350755,1
3431,36,1,616.3697,São Paulo,348999,0
9198,28,1,1417.9261,São Paulo,354766,0
7710,40,1,0.0,São Paulo,353278,0
5513,33,2,0.0,São Paulo,351081,0
25,25,2,0.0,São Paulo,345593,0
3512,18,2,0.0,Rio de Janeiro,349080,0
2409,37,2,1456.1007,Minas Gerais,347977,0
3270,33,1,1180.0426,São Paulo,348838,0
5209,38,1,0.0,Rio de Janeiro,350777,0
8711,65,1,1025.411,Rio de Janeiro,354279,0
1552,34,1,0.0,São Paulo,347120,0
9197,34,1,830.74,São Paulo,354765,0
8621,33,2,0.0,São Paulo,354189,0
3871,21,1,1160.9982,Rio de Janeiro,349439,0
3402,26,1,1576.2484,São Paulo,348970,0
4529,44,1,1429.8969,São Paulo,350097,1
979,46,2,0.0,São Paulo,346547,0
2655,53,2,940.7897,Minas Gerais,348223,0
1847,37,1,643.4521,Rio de Janeiro,347415,1
7964,30,2,1009.5488,Minas Gerais,353532,0
8240,50,1,1214.3858,Minas Gerais,353808,1
7145,30,1,1147.7935,São Paulo,352713,0
7299,51,1,1466.066,São Paulo,352867,0
5721,49,2,970.3622,Minas Gerais,351289,1
515,38,2,0.0,Rio de Janeiro,346083,0
8745,28,2,612.747,Rio de Janeiro,354313,0
8297,35,2,1143.2128,São Paulo,353865,0
1102,38,2,0.0,Rio de Janeiro,346670,0
3276,54,1,759.0083999999998,Minas Gerais,348844,0
7217,41,2,0.0,São Paulo,352785,0
7389,34,2,0.0,Rio de Janeiro,352957,0
9077,36,2,1487.4929000000004,São Paulo,354645,0
8337,41,2,0.0,São Paulo,353905,0
3996,30,2,0.0,São Paulo,349564,0
194,29,2,617.1044,Rio de Janeiro,345762,0
4711,39,1,748.9633,São Paulo,350279,0
643,39,1,1351.3499,Minas Gerais,346211,1
9089,34,1,887.7287,São Paulo,354657,0
3285,43,1,988.0745,Minas Gerais,348853,1
3116,39,1,1550.628,São Paulo,348684,0
6476,40,2,0.0,São Paulo,352044,0
3575,66,1,1160.3776,São Paulo,349143,0
9023,28,2,0.0,São Paulo,354591,0
4320,36,2,954.4832,Minas Gerais,349888,0
9992,36,1,0.0,Rio de Janeiro,355560,0
2207,33,1,1882.8568,São Paulo,347775,0
4552,25,2,0.0,São Paulo,350120,0
7316,54,1,1289.6613,Minas Gerais,352884,1
3718,30,2,730.5437,São Paulo,349286,0
972,43,2,789.9275,Minas Gerais,346540,0
4579,52,3,0.0,São Paulo,350147,1
719,43,1,0.0,São Paulo,346287,0
9017,40,1,777.0164,Minas Gerais,354585,0
6155,26,2,0.0,São Paulo,351723,0
9430,33,2,1225.6805,São Paulo,354998,0
3896,21,2,0.0,São Paulo,349464,0
2803,43,1,799.7455,Minas Gerais,348371,0
2566,29,1,1805.2029,Minas Gerais,348134,0
4025,63,1,1378.4153,São Paulo,349593,0
6198,31,1,1346.4419,Minas Gerais,351766,0
32,41,2,1101.1254,Minas Gerais,345600,0
8307,30,1,1338.4422,São Paulo,353875,0
8831,41,1,913.2871,São Paulo,354399,0
9818,31,1,0.0,São Paulo,355386,0
4063,58,2,0.0,São Paulo,349631,0
8948,48,1,912.4653,São Paulo,354516,1
5540,43,1,800.9092999999998,São Paulo,351108,1
